language,license,rightsHolder,datasetID,institutionCode,datasetName,taxonID,acceptedNameUsageID,originalNameUsageID,scientificName,acceptedNameUsage,originalNameUsage,kingdom,phylum,class,order,family,genus,nomenclaturalCode,taxonomicStatus
en,http://creativecommons.org/publicdomain/zero/1.0/,Royal Belgian Institute of Natural Sciences,"",RBINS,Registry of introduced terrestrial molluscs in Belgium,alien-mollusca-checklist:taxon:9b81859b07f597a7defb7ee687b82ddf,alien-mollusca-checklist:taxon:02eac5f78d2af0f96a73471ee72461ec,alien-mollusca-checklist:taxon:4b3f0b15c167708c2a87d3281d6cc5d5,"Helix grannonensis Bourguignat, 1880","Cernuella virgata (Da Costa, 1778)","Cochlea virgata Da Costa, 1778",Animalia,Mollusca,"Gastropoda Cuvier, 1795","Stylommatophora A. Schmidt, 1855","Geomitridae C.R. Boettger, 1909","Cernuella Schlüter, 1838",ICZN,synonym
en,http://creativecommons.org/publicdomain/zero/1.0/,Royal Belgian Institute of Natural Sciences,"",RBINS,Registry of introduced terrestrial molluscs in Belgium,alien-mollusca-checklist:taxon:156164181e5135030dd118f1f606dabe,alien-mollusca-checklist:taxon:02eac5f78d2af0f96a73471ee72461ec,alien-mollusca-checklist:taxon:4b3f0b15c167708c2a87d3281d6cc5d5,"Helix herbicola Mousson, 1872","Cernuella virgata (Da Costa, 1778)","Cochlea virgata Da Costa, 1778",Animalia,Mollusca,"Gastropoda Cuvier, 1795","Stylommatophora A. Schmidt, 1855","Geomitridae C.R. Boettger, 1909","Cernuella Schlüter, 1838",ICZN,synonym
en,http://creativecommons.org/publicdomain/zero/1.0/,Royal Belgian Institute of Natural Sciences,"",RBINS,Registry of introduced terrestrial molluscs in Belgium,alien-mollusca-checklist:taxon:2a2bcf6f0ddc7900790bd4b678a6f986,alien-mollusca-checklist:taxon:02eac5f78d2af0f96a73471ee72461ec,alien-mollusca-checklist:taxon:4b3f0b15c167708c2a87d3281d6cc5d5,"Helix hydruntina Kobelt, 1884","Cernuella virgata (Da Costa, 1778)","Cochlea virgata Da Costa, 1778",Animalia,Mollusca,"Gastropoda Cuvier, 1795","Stylommatophora A. Schmidt, 1855","Geomitridae C.R. Boettger, 1909","Cernuella Schlüter, 1838",ICZN,synonym
en,http://creativecommons.org/publicdomain/zero/1.0/,Royal Belgian Institute of Natural Sciences,"",RBINS,Registry of introduced terrestrial molluscs in Belgium,alien-mollusca-checklist:taxon:b73ee5749bddedc4534ce3ccd3d3f71f,alien-mollusca-checklist:taxon:02eac5f78d2af0f96a73471ee72461ec,alien-mollusca-checklist:taxon:4b3f0b15c167708c2a87d3281d6cc5d5,"Helix inflata Westerlund, 1889","Cernuella virgata (Da Costa, 1778)","Cochlea virgata Da Costa, 1778",Animalia,Mollusca,"Gastropoda Cuvier, 1795","Stylommatophora A. Schmidt, 1855","Geomitridae C.R. Boettger, 1909","Cernuella Schlüter, 1838",ICZN,synonym
en,http://creativecommons.org/publicdomain/zero/1.0/,Royal Belgian Institute of Natural Sciences,"",RBINS,Registry of introduced terrestrial molluscs in Belgium,alien-mollusca-checklist:taxon:53f11f97fff893805cc3bd4d8f6b620e,alien-mollusca-checklist:taxon:02eac5f78d2af0f96a73471ee72461ec,alien-mollusca-checklist:taxon:4b3f0b15c167708c2a87d3281d6cc5d5,"Helix janalis Pollonera, 1892","Cernuella virgata (Da Costa, 1778)","Cochlea virgata Da Costa, 1778",Animalia,Mollusca,"Gastropoda Cuvier, 1795","Stylommatophora A. Schmidt, 1855","Geomitridae C.R. Boettger, 1909","Cernuella Schlüter, 1838",ICZN,synonym
en,http://creativecommons.org/publicdomain/zero/1.0/,Royal Belgian Institute of Natural Sciences,"",RBINS,Registry of introduced terrestrial molluscs in Belgium,alien-mollusca-checklist:taxon:f4c2dbed06ecbb4fda68a53045f2ae96,alien-mollusca-checklist:taxon:02eac5f78d2af0f96a73471ee72461ec,alien-mollusca-checklist:taxon:4b3f0b15c167708c2a87d3281d6cc5d5,"Xerophila peninsularis forma lauriensis Kobelt, 1907","Cernuella virgata (Da Costa, 1778)","Cochlea virgata Da Costa, 1778",Animalia,Mollusca,"Gastropoda Cuvier, 1795","Stylommatophora A. Schmidt, 1855","Geomitridae C.R. Boettger, 1909","Cernuella Schlüter, 1838",ICZN,synonym
en,http://creativecommons.org/publicdomain/zero/1.0/,Royal Belgian Institute of Natural Sciences,"",RBINS,Registry of introduced terrestrial molluscs in Belgium,alien-mollusca-checklist:taxon:c0b06c30797fb69358a0fb7fb057b1ea,alien-mollusca-checklist:taxon:02eac5f78d2af0f96a73471ee72461ec,alien-mollusca-checklist:taxon:4b3f0b15c167708c2a87d3281d6cc5d5,"Helix lauta R.T. Lowe, 1831","Cernuella virgata (Da Costa, 1778)","Cochlea virgata Da Costa, 1778",Animalia,Mollusca,"Gastropoda Cuvier, 1795","Stylommatophora A. Schmidt, 1855","Geomitridae C.R. Boettger, 1909","Cernuella Schlüter, 1838",ICZN,synonym
en,http://creativecommons.org/publicdomain/zero/1.0/,Royal Belgian Institute of Natural Sciences,"",RBINS,Registry of introduced terrestrial molluscs in Belgium,alien-mollusca-checklist:taxon:5011039dc5a87d03ec49f19987359e2e,alien-mollusca-checklist:taxon:02eac5f78d2af0f96a73471ee72461ec,alien-mollusca-checklist:taxon:4b3f0b15c167708c2a87d3281d6cc5d5,"Helix lineata Olivi, 1792","Cernuella virgata (Da Costa, 1778)","Cochlea virgata Da Costa, 1778",Animalia,Mollusca,"Gastropoda Cuvier, 1795","Stylommatophora A. Schmidt, 1855","Geomitridae C.R. Boettger, 1909","Cernuella Schlüter, 1838",ICZN,synonym
en,http://creativecommons.org/publicdomain/zero/1.0/,Royal Belgian Institute of Natural Sciences,"",RBINS,Registry of introduced terrestrial molluscs in Belgium,alien-mollusca-checklist:taxon:c1503a40903f83693b776f98c1fbd56e,alien-mollusca-checklist:taxon:02eac5f78d2af0f96a73471ee72461ec,alien-mollusca-checklist:taxon:4b3f0b15c167708c2a87d3281d6cc5d5,"Xerophila limarella var. major Pollonera, 1892","Cernuella virgata (Da Costa, 1778)","Cochlea virgata Da Costa, 1778",Animalia,Mollusca,"Gastropoda Cuvier, 1795","Stylommatophora A. Schmidt, 1855","Geomitridae C.R. Boettger, 1909","Cernuella Schlüter, 1838",ICZN,synonym
en,http://creativecommons.org/publicdomain/zero/1.0/,Royal Belgian Institute of Natural Sciences,"",RBINS,Registry of introduced terrestrial molluscs in Belgium,alien-mollusca-checklist:taxon:179319268bcf8132ec21066706d507c8,alien-mollusca-checklist:taxon:02eac5f78d2af0f96a73471ee72461ec,alien-mollusca-checklist:taxon:4b3f0b15c167708c2a87d3281d6cc5d5,"Xerophila limarella var. maxima Pollonera, 1892","Cernuella virgata (Da Costa, 1778)","Cochlea virgata Da Costa, 1778",Animalia,Mollusca,"Gastropoda Cuvier, 1795","Stylommatophora A. Schmidt, 1855","Geomitridae C.R. Boettger, 1909","Cernuella Schlüter, 1838",ICZN,synonym
en,http://creativecommons.org/publicdomain/zero/1.0/,Royal Belgian Institute of Natural Sciences,"",RBINS,Registry of introduced terrestrial molluscs in Belgium,alien-mollusca-checklist:taxon:0cd20805096670147d1cd649e867b38d,alien-mollusca-checklist:taxon:02eac5f78d2af0f96a73471ee72461ec,alien-mollusca-checklist:taxon:4b3f0b15c167708c2a87d3281d6cc5d5,"Helix luteola Servain, 1880","Cernuella virgata (Da Costa, 1778)","Cochlea virgata Da Costa, 1778",Animalia,Mollusca,"Gastropoda Cuvier, 1795","Stylommatophora A. Schmidt, 1855","Geomitridae C.R. Boettger, 1909","Cernuella Schlüter, 1838",ICZN,synonym
en,http://creativecommons.org/publicdomain/zero/1.0/,Royal Belgian Institute of Natural Sciences,"",RBINS,Registry of introduced terrestrial molluscs in Belgium,alien-mollusca-checklist:taxon:1917b47b8b00214b9cdd0317c083a7ac,alien-mollusca-checklist:taxon:02eac5f78d2af0f96a73471ee72461ec,alien-mollusca-checklist:taxon:4b3f0b15c167708c2a87d3281d6cc5d5,"Helix lutulenta Locard, 1899","Cernuella virgata (Da Costa, 1778)","Cochlea virgata Da Costa, 1778",Animalia,Mollusca,"Gastropoda Cuvier, 1795","Stylommatophora A. Schmidt, 1855","Geomitridae C.R. Boettger, 1909","Cernuella Schlüter, 1838",ICZN,synonym
en,http://creativecommons.org/publicdomain/zero/1.0/,Royal Belgian Institute of Natural Sciences,"",RBINS,Registry of introduced terrestrial molluscs in Belgium,alien-mollusca-checklist:taxon:6f9dfb7a0146eee9e357014cb90908b7,alien-mollusca-checklist:taxon:02eac5f78d2af0f96a73471ee72461ec,alien-mollusca-checklist:taxon:4b3f0b15c167708c2a87d3281d6cc5d5,"Helix maritima Draparnaud, 1805","Cernuella virgata (Da Costa, 1778)","Cochlea virgata Da Costa, 1778",Animalia,Mollusca,"Gastropoda Cuvier, 1795","Stylommatophora A. Schmidt, 1855","Geomitridae C.R. Boettger, 1909","Cernuella Schlüter, 1838",ICZN,synonym
en,http://creativecommons.org/publicdomain/zero/1.0/,Royal Belgian Institute of Natural Sciences,"",RBINS,Registry of introduced terrestrial molluscs in Belgium,alien-mollusca-checklist:taxon:019c75e812a5788b470855377c968480,alien-mollusca-checklist:taxon:02eac5f78d2af0f96a73471ee72461ec,alien-mollusca-checklist:taxon:4b3f0b15c167708c2a87d3281d6cc5d5,"Helix mendranoi Servain, 1880","Cernuella virgata (Da Costa, 1778)","Cochlea virgata Da Costa, 1778",Animalia,Mollusca,"Gastropoda Cuvier, 1795","Stylommatophora A. Schmidt, 1855","Geomitridae C.R. Boettger, 1909","Cernuella Schlüter, 1838",ICZN,synonym
en,http://creativecommons.org/publicdomain/zero/1.0/,Royal Belgian Institute of Natural Sciences,"",RBINS,Registry of introduced terrestrial molluscs in Belgium,alien-mollusca-checklist:taxon:4c2fa9139205ccd3d0ef3d986af733e3,alien-mollusca-checklist:taxon:02eac5f78d2af0f96a73471ee72461ec,alien-mollusca-checklist:taxon:4b3f0b15c167708c2a87d3281d6cc5d5,"Xerophila peninsularis messapiensis Kobelt, 1907","Cernuella virgata (Da Costa, 1778)","Cochlea virgata Da Costa, 1778",Animalia,Mollusca,"Gastropoda Cuvier, 1795","Stylommatophora A. Schmidt, 1855","Geomitridae C.R. Boettger, 1909","Cernuella Schlüter, 1838",ICZN,synonym
en,http://creativecommons.org/publicdomain/zero/1.0/,Royal Belgian Institute of Natural Sciences,"",RBINS,Registry of introduced terrestrial molluscs in Belgium,alien-mollusca-checklist:taxon:69b988efe23e44fc402d08452472dedf,alien-mollusca-checklist:taxon:02eac5f78d2af0f96a73471ee72461ec,alien-mollusca-checklist:taxon:4b3f0b15c167708c2a87d3281d6cc5d5,"Xerophila peninsularis forma moranensis Kobelt, 1907","Cernuella virgata (Da Costa, 1778)","Cochlea virgata Da Costa, 1778",Animalia,Mollusca,"Gastropoda Cuvier, 1795","Stylommatophora A. Schmidt, 1855","Geomitridae C.R. Boettger, 1909","Cernuella Schlüter, 1838",ICZN,synonym
en,http://creativecommons.org/publicdomain/zero/1.0/,Royal Belgian Institute of Natural Sciences,"",RBINS,Registry of introduced terrestrial molluscs in Belgium,alien-mollusca-checklist:taxon:ee3a9058ec6344cf75c6cdb1a15e87c9,alien-mollusca-checklist:taxon:02eac5f78d2af0f96a73471ee72461ec,alien-mollusca-checklist:taxon:4b3f0b15c167708c2a87d3281d6cc5d5,"Xerophila peninsularis forma neptunensis Kobelt, 1907","Cernuella virgata (Da Costa, 1778)","Cochlea virgata Da Costa, 1778",Animalia,Mollusca,"Gastropoda Cuvier, 1795","Stylommatophora A. Schmidt, 1855","Geomitridae C.R. Boettger, 1909","Cernuella Schlüter, 1838",ICZN,synonym
en,http://creativecommons.org/publicdomain/zero/1.0/,Royal Belgian Institute of Natural Sciences,"",RBINS,Registry of introduced terrestrial molluscs in Belgium,alien-mollusca-checklist:taxon:563bbfbd44230aa0dcda758003296dab,alien-mollusca-checklist:taxon:02eac5f78d2af0f96a73471ee72461ec,alien-mollusca-checklist:taxon:4b3f0b15c167708c2a87d3281d6cc5d5,"Helix parva L. Pfeiffer, 1848","Cernuella virgata (Da Costa, 1778)","Cochlea virgata Da Costa, 1778",Animalia,Mollusca,"Gastropoda Cuvier, 1795","Stylommatophora A. Schmidt, 1855","Geomitridae C.R. Boettger, 1909","Cernuella Schlüter, 1838",ICZN,synonym
en,http://creativecommons.org/publicdomain/zero/1.0/,Royal Belgian Institute of Natural Sciences,"",RBINS,Registry of introduced terrestrial molluscs in Belgium,alien-mollusca-checklist:taxon:de13eb38ecaa94ddfcc7c7bbe765074f,alien-mollusca-checklist:taxon:02eac5f78d2af0f96a73471ee72461ec,alien-mollusca-checklist:taxon:4b3f0b15c167708c2a87d3281d6cc5d5,"Xerophila peninsularis Kobelt, 1907","Cernuella virgata (Da Costa, 1778)","Cochlea virgata Da Costa, 1778",Animalia,Mollusca,"Gastropoda Cuvier, 1795","Stylommatophora A. Schmidt, 1855","Geomitridae C.R. Boettger, 1909","Cernuella Schlüter, 1838",ICZN,synonym
en,http://creativecommons.org/publicdomain/zero/1.0/,Royal Belgian Institute of Natural Sciences,"",RBINS,Registry of introduced terrestrial molluscs in Belgium,alien-mollusca-checklist:taxon:00560494a60d1d6fbbe34a20d838c6c3,alien-mollusca-checklist:taxon:02eac5f78d2af0f96a73471ee72461ec,alien-mollusca-checklist:taxon:4b3f0b15c167708c2a87d3281d6cc5d5,"Helix phryganophila Mabille, 1882","Cernuella virgata (Da Costa, 1778)","Cochlea virgata Da Costa, 1778",Animalia,Mollusca,"Gastropoda Cuvier, 1795","Stylommatophora A. Schmidt, 1855","Geomitridae C.R. Boettger, 1909","Cernuella Schlüter, 1838",ICZN,synonym
en,http://creativecommons.org/publicdomain/zero/1.0/,Royal Belgian Institute of Natural Sciences,"",RBINS,Registry of introduced terrestrial molluscs in Belgium,alien-mollusca-checklist:taxon:6a792efc7eae1f246710cee9274ad9e9,alien-mollusca-checklist:taxon:02eac5f78d2af0f96a73471ee72461ec,alien-mollusca-checklist:taxon:4b3f0b15c167708c2a87d3281d6cc5d5,"Helix pistoriana Pollonera, 1892","Cernuella virgata (Da Costa, 1778)","Cochlea virgata Da Costa, 1778",Animalia,Mollusca,"Gastropoda Cuvier, 1795","Stylommatophora A. Schmidt, 1855","Geomitridae C.R. Boettger, 1909","Cernuella Schlüter, 1838",ICZN,synonym
en,http://creativecommons.org/publicdomain/zero/1.0/,Royal Belgian Institute of Natural Sciences,"",RBINS,Registry of introduced terrestrial molluscs in Belgium,alien-mollusca-checklist:taxon:7b03148f541e5aae1d1be0d5d948c92b,alien-mollusca-checklist:taxon:02eac5f78d2af0f96a73471ee72461ec,alien-mollusca-checklist:taxon:4b3f0b15c167708c2a87d3281d6cc5d5,"Helix pompeiana Locard, 1882","Cernuella virgata (Da Costa, 1778)","Cochlea virgata Da Costa, 1778",Animalia,Mollusca,"Gastropoda Cuvier, 1795","Stylommatophora A. Schmidt, 1855","Geomitridae C.R. Boettger, 1909","Cernuella Schlüter, 1838",ICZN,synonym
en,http://creativecommons.org/publicdomain/zero/1.0/,Royal Belgian Institute of Natural Sciences,"",RBINS,Registry of introduced terrestrial molluscs in Belgium,alien-mollusca-checklist:taxon:dddab01802188d8bf8cef67f0e8fff0b,alien-mollusca-checklist:taxon:02eac5f78d2af0f96a73471ee72461ec,alien-mollusca-checklist:taxon:4b3f0b15c167708c2a87d3281d6cc5d5,"Helix rufolabris L. Pfeiffer, 1856","Cernuella virgata (Da Costa, 1778)","Cochlea virgata Da Costa, 1778",Animalia,Mollusca,"Gastropoda Cuvier, 1795","Stylommatophora A. Schmidt, 1855","Geomitridae C.R. Boettger, 1909","Cernuella Schlüter, 1838",ICZN,synonym
en,http://creativecommons.org/publicdomain/zero/1.0/,Royal Belgian Institute of Natural Sciences,"",RBINS,Registry of introduced terrestrial molluscs in Belgium,alien-mollusca-checklist:taxon:abb769e292ec7c754fc495049b5db7d2,alien-mollusca-checklist:taxon:02eac5f78d2af0f96a73471ee72461ec,alien-mollusca-checklist:taxon:4b3f0b15c167708c2a87d3281d6cc5d5,"Cernuella peninsularis saprensis Kobelt, 1907","Cernuella virgata (Da Costa, 1778)","Cochlea virgata Da Costa, 1778",Animalia,Mollusca,"Gastropoda Cuvier, 1795","Stylommatophora A. Schmidt, 1855","Geomitridae C.R. Boettger, 1909","Cernuella Schlüter, 1838",ICZN,synonym
en,http://creativecommons.org/publicdomain/zero/1.0/,Royal Belgian Institute of Natural Sciences,"",RBINS,Registry of introduced terrestrial molluscs in Belgium,alien-mollusca-checklist:taxon:afeba1781ddab6578be6296a0ebfeccc,alien-mollusca-checklist:taxon:02eac5f78d2af0f96a73471ee72461ec,alien-mollusca-checklist:taxon:4b3f0b15c167708c2a87d3281d6cc5d5,"Helix senensis Pollonera, 1892","Cernuella virgata (Da Costa, 1778)","Cochlea virgata Da Costa, 1778",Animalia,Mollusca,"Gastropoda Cuvier, 1795","Stylommatophora A. Schmidt, 1855","Geomitridae C.R. Boettger, 1909","Cernuella Schlüter, 1838",ICZN,synonym
en,http://creativecommons.org/publicdomain/zero/1.0/,Royal Belgian Institute of Natural Sciences,"",RBINS,Registry of introduced terrestrial molluscs in Belgium,alien-mollusca-checklist:taxon:74cdcf91cf1cd062162aef17aefa14c2,alien-mollusca-checklist:taxon:02eac5f78d2af0f96a73471ee72461ec,alien-mollusca-checklist:taxon:4b3f0b15c167708c2a87d3281d6cc5d5,"Helix solanoi Servain, 1880","Cernuella virgata (Da Costa, 1778)","Cochlea virgata Da Costa, 1778",Animalia,Mollusca,"Gastropoda Cuvier, 1795","Stylommatophora A. Schmidt, 1855","Geomitridae C.R. Boettger, 1909","Cernuella Schlüter, 1838",ICZN,synonym
en,http://creativecommons.org/publicdomain/zero/1.0/,Royal Belgian Institute of Natural Sciences,"",RBINS,Registry of introduced terrestrial molluscs in Belgium,alien-mollusca-checklist:taxon:431d7e1bb8006df267474bffafd4799b,alien-mollusca-checklist:taxon:02eac5f78d2af0f96a73471ee72461ec,alien-mollusca-checklist:taxon:4b3f0b15c167708c2a87d3281d6cc5d5,"Helix subluteata Servain, 1880","Cernuella virgata (Da Costa, 1778)","Cochlea virgata Da Costa, 1778",Animalia,Mollusca,"Gastropoda Cuvier, 1795","Stylommatophora A. Schmidt, 1855","Geomitridae C.R. Boettger, 1909","Cernuella Schlüter, 1838",ICZN,synonym
en,http://creativecommons.org/publicdomain/zero/1.0/,Royal Belgian Institute of Natural Sciences,"",RBINS,Registry of introduced terrestrial molluscs in Belgium,alien-mollusca-checklist:taxon:d9cc59aba8f6b7fdc5ad8e625af80299,alien-mollusca-checklist:taxon:02eac5f78d2af0f96a73471ee72461ec,alien-mollusca-checklist:taxon:4b3f0b15c167708c2a87d3281d6cc5d5,"Helix subneglecta Bourguignat, 1860","Cernuella virgata (Da Costa, 1778)","Cochlea virgata Da Costa, 1778",Animalia,Mollusca,"Gastropoda Cuvier, 1795","Stylommatophora A. Schmidt, 1855","Geomitridae C.R. Boettger, 1909","Cernuella Schlüter, 1838",ICZN,synonym
en,http://creativecommons.org/publicdomain/zero/1.0/,Royal Belgian Institute of Natural Sciences,"",RBINS,Registry of introduced terrestrial molluscs in Belgium,alien-mollusca-checklist:taxon:0c04110d021fc34231489fc5a1363ae0,alien-mollusca-checklist:taxon:02eac5f78d2af0f96a73471ee72461ec,alien-mollusca-checklist:taxon:4b3f0b15c167708c2a87d3281d6cc5d5,"Xerophila peninsularis forma sybaritica Kobelt, 1907","Cernuella virgata (Da Costa, 1778)","Cochlea virgata Da Costa, 1778",Animalia,Mollusca,"Gastropoda Cuvier, 1795","Stylommatophora A. Schmidt, 1855","Geomitridae C.R. Boettger, 1909","Cernuella Schlüter, 1838",ICZN,synonym
en,http://creativecommons.org/publicdomain/zero/1.0/,Royal Belgian Institute of Natural Sciences,"",RBINS,Registry of introduced terrestrial molluscs in Belgium,alien-mollusca-checklist:taxon:54e0aadfad0c7a6b3b65884bd43648bb,alien-mollusca-checklist:taxon:02eac5f78d2af0f96a73471ee72461ec,alien-mollusca-checklist:taxon:4b3f0b15c167708c2a87d3281d6cc5d5,"Helix terrosa Locard, 1899","Cernuella virgata (Da Costa, 1778)","Cochlea virgata Da Costa, 1778",Animalia,Mollusca,"Gastropoda Cuvier, 1795","Stylommatophora A. Schmidt, 1855","Geomitridae C.R. Boettger, 1909","Cernuella Schlüter, 1838",ICZN,synonym
en,http://creativecommons.org/publicdomain/zero/1.0/,Royal Belgian Institute of Natural Sciences,"",RBINS,Registry of introduced terrestrial molluscs in Belgium,alien-mollusca-checklist:taxon:c3ba7a8264f3b78c393b71ff7b87cb8a,alien-mollusca-checklist:taxon:02eac5f78d2af0f96a73471ee72461ec,alien-mollusca-checklist:taxon:4b3f0b15c167708c2a87d3281d6cc5d5,"Helix tumida Westerlund, 1889","Cernuella virgata (Da Costa, 1778)","Cochlea virgata Da Costa, 1778",Animalia,Mollusca,"Gastropoda Cuvier, 1795","Stylommatophora A. Schmidt, 1855","Geomitridae C.R. Boettger, 1909","Cernuella Schlüter, 1838",ICZN,synonym
en,http://creativecommons.org/publicdomain/zero/1.0/,Royal Belgian Institute of Natural Sciences,"",RBINS,Registry of introduced terrestrial molluscs in Belgium,alien-mollusca-checklist:taxon:67be95f3fb49ab8b6f84a69f3aaa1906,alien-mollusca-checklist:taxon:02eac5f78d2af0f96a73471ee72461ec,alien-mollusca-checklist:taxon:4b3f0b15c167708c2a87d3281d6cc5d5,"Helix turgida Blanc & Westerlund, 1889","Cernuella virgata (Da Costa, 1778)","Cochlea virgata Da Costa, 1778",Animalia,Mollusca,"Gastropoda Cuvier, 1795","Stylommatophora A. Schmidt, 1855","Geomitridae C.R. Boettger, 1909","Cernuella Schlüter, 1838",ICZN,synonym
en,http://creativecommons.org/publicdomain/zero/1.0/,Royal Belgian Institute of Natural Sciences,"",RBINS,Registry of introduced terrestrial molluscs in Belgium,alien-mollusca-checklist:taxon:2bf93be2396e1a1333587ffc25238ce6,alien-mollusca-checklist:taxon:02eac5f78d2af0f96a73471ee72461ec,alien-mollusca-checklist:taxon:4b3f0b15c167708c2a87d3281d6cc5d5,"Helix tuta Paulucci, 1882","Cernuella virgata (Da Costa, 1778)","Cochlea virgata Da Costa, 1778",Animalia,Mollusca,"Gastropoda Cuvier, 1795","Stylommatophora A. Schmidt, 1855","Geomitridae C.R. Boettger, 1909","Cernuella Schlüter, 1838",ICZN,synonym
en,http://creativecommons.org/publicdomain/zero/1.0/,Royal Belgian Institute of Natural Sciences,"",RBINS,Registry of introduced terrestrial molluscs in Belgium,alien-mollusca-checklist:taxon:0ff152358f5718dfd589ff5e3b75be49,alien-mollusca-checklist:taxon:02eac5f78d2af0f96a73471ee72461ec,alien-mollusca-checklist:taxon:4b3f0b15c167708c2a87d3281d6cc5d5,"Helix uberta Locard, 1899","Cernuella virgata (Da Costa, 1778)","Cochlea virgata Da Costa, 1778",Animalia,Mollusca,"Gastropoda Cuvier, 1795","Stylommatophora A. Schmidt, 1855","Geomitridae C.R. Boettger, 1909","Cernuella Schlüter, 1838",ICZN,synonym
en,http://creativecommons.org/publicdomain/zero/1.0/,Royal Belgian Institute of Natural Sciences,"",RBINS,Registry of introduced terrestrial molluscs in Belgium,alien-mollusca-checklist:taxon:a947b08f11ae552622139a560d80819b,alien-mollusca-checklist:taxon:02eac5f78d2af0f96a73471ee72461ec,alien-mollusca-checklist:taxon:4b3f0b15c167708c2a87d3281d6cc5d5,"Helix variabilis Draparnaud, 1801","Cernuella virgata (Da Costa, 1778)","Cochlea virgata Da Costa, 1778",Animalia,Mollusca,"Gastropoda Cuvier, 1795","Stylommatophora A. Schmidt, 1855","Geomitridae C.R. Boettger, 1909","Cernuella Schlüter, 1838",ICZN,synonym
en,http://creativecommons.org/publicdomain/zero/1.0/,Royal Belgian Institute of Natural Sciences,"",RBINS,Registry of introduced terrestrial molluscs in Belgium,alien-mollusca-checklist:taxon:af338e89e761b1b56f5865e88ef6d472,alien-mollusca-checklist:taxon:02eac5f78d2af0f96a73471ee72461ec,alien-mollusca-checklist:taxon:4b3f0b15c167708c2a87d3281d6cc5d5,"Helix variata Pini, 1885","Cernuella virgata (Da Costa, 1778)","Cochlea virgata Da Costa, 1778",Animalia,Mollusca,"Gastropoda Cuvier, 1795","Stylommatophora A. Schmidt, 1855","Geomitridae C.R. Boettger, 1909","Cernuella Schlüter, 1838",ICZN,synonym
en,http://creativecommons.org/publicdomain/zero/1.0/,Royal Belgian Institute of Natural Sciences,"",RBINS,Registry of introduced terrestrial molluscs in Belgium,alien-mollusca-checklist:taxon:a3127cdd9790787b66a4be634cd5591f,alien-mollusca-checklist:taxon:02eac5f78d2af0f96a73471ee72461ec,alien-mollusca-checklist:taxon:4b3f0b15c167708c2a87d3281d6cc5d5,"Xerophila peninsularis forma virginea Kobelt, 1907","Cernuella virgata (Da Costa, 1778)","Cochlea virgata Da Costa, 1778",Animalia,Mollusca,"Gastropoda Cuvier, 1795","Stylommatophora A. Schmidt, 1855","Geomitridae C.R. Boettger, 1909","Cernuella Schlüter, 1838",ICZN,synonym
en,http://creativecommons.org/publicdomain/zero/1.0/,Royal Belgian Institute of Natural Sciences,"",RBINS,Registry of introduced terrestrial molluscs in Belgium,alien-mollusca-checklist:taxon:d4a5ed244070015c26b595cd2cd8e993,alien-mollusca-checklist:taxon:02eac5f78d2af0f96a73471ee72461ec,alien-mollusca-checklist:taxon:4b3f0b15c167708c2a87d3281d6cc5d5,"Helix xalonica Servain, 1880","Cernuella virgata (Da Costa, 1778)","Cochlea virgata Da Costa, 1778",Animalia,Mollusca,"Gastropoda Cuvier, 1795","Stylommatophora A. Schmidt, 1855","Geomitridae C.R. Boettger, 1909","Cernuella Schlüter, 1838",ICZN,synonym
en,http://creativecommons.org/publicdomain/zero/1.0/,Royal Belgian Institute of Natural Sciences,"",RBINS,Registry of introduced terrestrial molluscs in Belgium,alien-mollusca-checklist:taxon:aca33f8f043fb852ad308a0eefd1c5c8,alien-mollusca-checklist:taxon:31bfed6d48cc5308c53149150572d92f,alien-mollusca-checklist:taxon:aca33f8f043fb852ad308a0eefd1c5c8,"Helix acuta O.F. Müller, 1774","Cochlicella acuta (O.F. Müller, 1774)","Helix acuta O.F. Müller, 1774",Animalia,Mollusca,"Gastropoda Cuvier, 1795","Stylommatophora A. Schmidt, 1855","Geomitridae C.R. Boettger, 1909","Cochlicella A. Férussac, 1821",ICZN,synonym
en,http://creativecommons.org/publicdomain/zero/1.0/,Royal Belgian Institute of Natural Sciences,"",RBINS,Registry of introduced terrestrial molluscs in Belgium,alien-mollusca-checklist:taxon:a476e140cd772906974d229b3522443b,alien-mollusca-checklist:taxon:31bfed6d48cc5308c53149150572d92f,alien-mollusca-checklist:taxon:aca33f8f043fb852ad308a0eefd1c5c8,"Xerophila acuta var. cochleaeformis Monterosato, 1892","Cochlicella acuta (O.F. Müller, 1774)","Helix acuta O.F. Müller, 1774",Animalia,Mollusca,"Gastropoda Cuvier, 1795","Stylommatophora A. Schmidt, 1855","Geomitridae C.R. Boettger, 1909","Cochlicella A. Férussac, 1821",ICZN,synonym
